fecha,producto_id,cantidad_vendida,precio,stock_actual
2025-09-13,PROD-005,9,77.94,1
2025-09-13,PROD-006,16,39.13,4
2025-09-13,PROD-007,6,196.04,32
2025-09-13,PROD-008,28,20.96,0
2025-09-13,PROD-009,0,61.0,72
2025-09-13,PROD-010,0,15.07,158
2025-09-14,PROD-001,8,1349.15,62
2025-09-14,PROD-002,18,48.81,0
2025-09-14,PROD-003,19,125.51,0
2025-09-14,PROD-004,4,440.17,51
2025-09-14,PROD-005,10,81.49,0
2025-09-14,PROD-006,18,41.4,0
2025-09-14,PROD-007,7,208.15,25
2025-09-14,PROD-008,25,19.09,0
2025-09-14,PROD-009,0,57.25,72
2025-09-14,PROD-010,0,14.74,158
2025-09-15,PROD-001,8,1256.0,54
2025-09-15,PROD-002,24,50.25,58
2025-09-15,PROD-003,11,135.78,34
2025-09-15,PROD-004,4,458.59,47
2025-09-15,PROD-005,8,80.65,53
2025-09-15,PROD-006,12,39.71,39
2025-09-15,PROD-007,8,209.43,97
2025-09-15,PROD-008,21,20.79,32
2025-09-15,PROD-009,0,57.61,72
2025-09-15,PROD-010,0,15.41,158
2025-09-16,PROD-001,7,1315.68,47
2025-09-16,PROD-002,11,48.26,47
2025-09-16,PROD-003,17,136.18,17
2025-09-16,PROD-004,3,463.97,44
2025-09-16,PROD-005,8,81.88,45
2025-09-16,PROD-006,11,39.32,28
2025-09-16,PROD-007,10,207.27,87
2025-09-16,PROD-008,15,20.61,17
2025-09-16,PROD-009,0,57.64,72
2025-09-16,PROD-010,0,15.55,158
2025-09-17,PROD-001,6,1341.15,41
2025-09-17,PROD-002,12,49.79,35
2025-09-17,PROD-003,10,126.45,7
2025-09-17,PROD-004,6,428.56,38
2025-09-17,PROD-005,8,82.9,37
2025-09-17,PROD-006,15,41.86,13
2025-09-17,PROD-007,6,197.98,81
2025-09-17,PROD-008,28,20.95,0
2025-09-17,PROD-009,0,57.68,72
2025-09-17,PROD-010,0,15.7,158
2025-09-18,PROD-001,7,1269.5,34
2025-09-18,PROD-002,25,48.03,10
2025-09-18,PROD-003,7,127.57,0
2025-09-18,PROD-004,5,454.77,33
2025-09-18,PROD-005,5,80.6,32
2025-09-18,PROD-006,11,39.01,2
2025-09-18,PROD-007,6,208.5,75
2025-09-18,PROD-008,19,20.07,0
2025-09-18,PROD-009,0,61.01,72
2025-09-18,PROD-010,0,14.79,158
2025-09-19,PROD-001,8,1277.92,26
2025-09-19,PROD-002,17,49.06,0
2025-09-19,PROD-003,14,127.39,0
2025-09-19,PROD-004,3,441.41,30
2025-09-19,PROD-005,5,78.36,27
2025-09-19,PROD-006,13,38.5,0
2025-09-19,PROD-007,2,203.54,73
2025-09-19,PROD-008,26,20.8,0
2025-09-19,PROD-009,0,60.28,72
2025-09-19,PROD-010,0,14.24,158
2025-09-20,PROD-001,7,1310.39,19
2025-09-20,PROD-002,24,50.76,0
2025-09-20,PROD-003,12,126.27,0
2025-09-20,PROD-004,6,448.78,24
2025-09-20,PROD-005,13,77.35,14
2025-09-20,PROD-006,11,38.33,0
2025-09-20,PROD-007,6,196.69,67
2025-09-20,PROD-008,25,20.63,0
2025-09-20,PROD-009,0,58.34,72
2025-09-20,PROD-010,0,14.54,158
2025-09-21,PROD-001,8,1296.76,11
2025-09-21,PROD-002,20,51.74,0
2025-09-21,PROD-003,18,131.68,0
2025-09-21,PROD-004,6,436.24,18
2025-09-21,PROD-005,9,77.94,5
2025-09-21,PROD-006,11,40.61,0
2025-09-21,PROD-007,12,205.39,55
2025-09-21,PROD-008,26,19.2,0
2025-09-21,PROD-009,0,62.74,72
2025-09-21,PROD-010,0,15.02,158
2025-09-22,PROD-001,7,1294.33,41
2025-09-22,PROD-002,16,50.83,59
2025-09-22,PROD-003,16,135.08,78
2025-09-22,PROD-004,4,464.16,83
2025-09-22,PROD-005,9,79.56,65
2025-09-22,PROD-006,9,40.96,40
2025-09-22,PROD-007,5,194.94,50
2025-09-22,PROD-008,20,19.54,70
2025-09-22,PROD-009,0,58.43,72
2025-09-22,PROD-010,0,14.9,158
2025-09-23,PROD-001,5,1278.65,36
2025-09-23,PROD-002,11,51.95,48
2025-09-23,PROD-003,13,128.47,65
2025-09-23,PROD-004,5,434.37,78
2025-09-23,PROD-005,8,78.64,57
2025-09-23,PROD-006,15,39.85,25
2025-09-23,PROD-007,10,197.78,40
2025-09-23,PROD-008,24,20.53,46
2025-09-23,PROD-009,0,62.27,72
2025-09-23,PROD-010,0,15.1,158
2025-09-24,PROD-001,2,1273.81,34
2025-09-24,PROD-002,16,49.44,32
2025-09-24,PROD-003,16,130.49,49
2025-09-24,PROD-004,3,460.55,75
2025-09-24,PROD-005,9,79.9,48
2025-09-24,PROD-006,4,39.08,21
2025-09-24,PROD-007,4,203.37,36
2025-09-24,PROD-008,20,20.59,26
2025-09-24,PROD-009,0,62.51,72
2025-09-24,PROD-010,0,15.71,158
2025-09-25,PROD-001,2,1311.94,32
2025-09-25,PROD-002,12,50.8,20
2025-09-25,PROD-003,14,134.76,35
2025-09-25,PROD-004,5,435.67,70
2025-09-25,PROD-005,7,79.63,41
2025-09-25,PROD-006,15,39.34,6
2025-09-25,PROD-007,8,209.01,28
2025-09-25,PROD-008,16,19.83,10
2025-09-25,PROD-009,0,61.48,72
2025-09-25,PROD-010,0,14.32,158
2025-09-26,PROD-001,7,1243.91,25
2025-09-26,PROD-002,14,52.28,6
2025-09-26,PROD-003,12,126.7,23
2025-09-26,PROD-004,4,465.25,66
2025-09-26,PROD-005,6,79.78,35
2025-09-26,PROD-006,10,38.45,0
2025-09-26,PROD-007,9,195.12,19
2025-09-26,PROD-008,17,19.73,0
2025-09-26,PROD-009,0,61.3,72
2025-09-26,PROD-010,0,15.41,158
2025-09-27,PROD-001,8,1310.22,17
2025-09-27,PROD-002,22,52.13,0
2025-09-27,PROD-003,9,128.37,14
2025-09-27,PROD-004,5,469.86,61
2025-09-27,PROD-005,11,82.63,24
2025-09-27,PROD-006,20,38.96,0
2025-09-27,PROD-007,8,203.67,11
2025-09-27,PROD-008,21,20.6,0
2025-09-27,PROD-009,0,57.24,72
2025-09-27,PROD-010,0,15.04,158
2025-09-28,PROD-001,7,1319.17,10
2025-09-28,PROD-002,18,47.55,0
2025-09-28,PROD-003,12,129.13,2
2025-09-28,PROD-004,6,443.79,55
2025-09-28,PROD-005,12,77.21,12
2025-09-28,PROD-006,13,38.69,0
2025-09-28,PROD-007,6,202.31,5
2025-09-28,PROD-008,24,20.83,0
2025-09-28,PROD-009,0,61.94,72
2025-09-28,PROD-010,0,15.13,158
2025-09-29,PROD-001,5,1271.25,40
2025-09-29,PROD-002,18,48.71,58
2025-09-29,PROD-003,7,127.86,54
2025-09-29,PROD-004,5,449.73,50
2025-09-29,PROD-005,6,82.37,58
2025-09-29,PROD-006,15,39.11,51
2025-09-29,PROD-007,3,190.19,67
2025-09-29,PROD-008,12,19.16,42
2025-09-29,PROD-009,0,61.54,72
2025-09-29,PROD-010,0,15.28,158
2025-09-30,PROD-001,4,1338.07,36
2025-09-30,PROD-002,10,47.96,48
2025-09-30,PROD-003,12,127.47,42
2025-09-30,PROD-004,6,453.66,44
2025-09-30,PROD-005,5,79.39,53
2025-09-30,PROD-006,12,40.97,39
2025-09-30,PROD-007,5,195.41,62
2025-09-30,PROD-008,28,19.49,14
2025-09-30,PROD-009,0,57.71,72
2025-09-30,PROD-010,0,15.04,158
2025-10-01,PROD-001,5,1263.12,31
2025-10-01,PROD-002,12,49.91,36
2025-10-01,PROD-003,8,130.31,34
2025-10-01,PROD-004,0,440.23,44
2025-10-01,PROD-005,9,77.81,44
2025-10-01,PROD-006,13,38.71,26
2025-10-01,PROD-007,10,195.48,52
2025-10-01,PROD-008,20,20.94,0
2025-10-01,PROD-009,0,57.75,72
2025-10-01,PROD-010,0,15.54,158
2025-10-02,PROD-001,1,1309.62,30
2025-10-02,PROD-002,15,49.84,21
2025-10-02,PROD-003,8,124.16,26
2025-10-02,PROD-004,4,469.84,40
2025-10-02,PROD-005,3,79.2,41
2025-10-02,PROD-006,12,38.29,14
2025-10-02,PROD-007,7,192.97,45
2025-10-02,PROD-008,18,20.12,0
2025-10-02,PROD-009,0,57.7,72
2025-10-02,PROD-010,0,15.39,158
2025-10-03,PROD-001,2,1264.33,28
2025-10-03,PROD-002,10,50.1,11
2025-10-03,PROD-003,6,134.67,20
2025-10-03,PROD-004,4,472.04,36
2025-10-03,PROD-005,6,80.87,35
2025-10-03,PROD-006,16,40.95,0
2025-10-03,PROD-007,9,194.21,36
2025-10-03,PROD-008,18,20.31,0
2025-10-03,PROD-009,0,57.44,72
2025-10-03,PROD-010,0,14.24,158
2025-10-04,PROD-001,4,1272.85,24
2025-10-04,PROD-002,21,48.65,0
2025-10-04,PROD-003,11,129.39,9
2025-10-04,PROD-004,3,458.42,33
2025-10-04,PROD-005,14,80.99,21
2025-10-04,PROD-006,12,40.63,0
2025-10-04,PROD-007,12,200.88,24
2025-10-04,PROD-008,23,20.29,0
2025-10-04,PROD-009,0,57.42,72
2025-10-04,PROD-010,0,14.49,158
2025-10-05,PROD-001,5,1308.99,19
2025-10-05,PROD-002,26,48.93,0
2025-10-05,PROD-003,16,132.59,0
2025-10-05,PROD-004,6,469.91,27
2025-10-05,PROD-005,7,76.63,14
2025-10-05,PROD-006,15,38.15,0
2025-10-05,PROD-007,8,195.0,16
2025-10-05,PROD-008,28,19.17,0
2025-10-05,PROD-009,0,60.44,72
2025-10-05,PROD-010,0,15.67,158
2025-10-06,PROD-001,7,1309.9,59
2025-10-06,PROD-002,14,51.27,78
2025-10-06,PROD-003,5,125.85,47
2025-10-06,PROD-004,4,447.1,90
2025-10-06,PROD-005,10,78.77,64
2025-10-06,PROD-006,3,39.27,51
2025-10-06,PROD-007,8,203.86,64
2025-10-06,PROD-008,22,20.32,48
2025-10-06,PROD-009,0,57.21,72
2025-10-06,PROD-010,0,14.37,158
2025-10-07,PROD-001,4,1335.42,55
2025-10-07,PROD-002,17,51.81,61
2025-10-07,PROD-003,10,134.79,37
2025-10-07,PROD-004,3,448.28,87
2025-10-07,PROD-005,10,80.97,54
2025-10-07,PROD-006,13,39.98,38
2025-10-07,PROD-007,7,195.33,57
2025-10-07,PROD-008,20,19.25,28
2025-10-07,PROD-009,0,59.9,72
2025-10-07,PROD-010,0,14.28,158
2025-10-08,PROD-001,3,1327.26,52
2025-10-08,PROD-002,9,49.04,52
2025-10-08,PROD-003,13,126.41,24
2025-10-08,PROD-004,4,465.35,83
2025-10-08,PROD-005,12,81.17,42
2025-10-08,PROD-006,17,38.61,21
2025-10-08,PROD-007,9,204.1,48
2025-10-08,PROD-008,17,19.82,11
2025-10-08,PROD-009,0,59.73,72
2025-10-08,PROD-010,0,14.46,158
2025-10-09,PROD-001,5,1332.01,47
2025-10-09,PROD-002,20,48.17,32
2025-10-09,PROD-003,14,134.6,10
2025-10-09,PROD-004,4,442.78,79
2025-10-09,PROD-005,8,76.01,34
2025-10-09,PROD-006,9,40.89,12
2025-10-09,PROD-007,9,203.19,39
2025-10-09,PROD-008,13,20.72,0
2025-10-09,PROD-009,0,58.98,72
2025-10-09,PROD-010,0,15.38,158
2025-10-10,PROD-001,2,1348.04,45
2025-10-10,PROD-002,22,52.39,10
2025-10-10,PROD-003,10,134.62,0
2025-10-10,PROD-004,5,445.97,74
2025-10-10,PROD-005,6,83.3,28
2025-10-10,PROD-006,15,39.52,0
2025-10-10,PROD-007,11,203.03,28
2025-10-10,PROD-008,19,19.29,0
2025-10-10,PROD-009,0,62.78,72
2025-10-10,PROD-010,0,14.74,158
2025-10-11,PROD-001,8,1247.95,37
2025-10-11,PROD-002,24,52.04,0
2025-10-11,PROD-003,14,134.81,0
2025-10-11,PROD-004,5,471.14,69
2025-10-11,PROD-005,14,78.11,14
2025-10-11,PROD-006,18,40.48,0
2025-10-11,PROD-007,9,196.56,19
2025-10-11,PROD-008,27,20.34,0
2025-10-11,PROD-009,0,60.75,72
2025-10-11,PROD-010,0,15.57,158
2025-10-12,PROD-001,4,1315.26,33
2025-10-12,PROD-002,19,48.66,0
2025-10-12,PROD-003,12,126.45,0
2025-10-12,PROD-004,4,431.56,65
2025-10-12,PROD-005,14,81.62,0
2025-10-12,PROD-006,14,38.39,0
2025-10-12,PROD-007,10,190.57,9
2025-10-12,PROD-008,30,19.64,0
2025-10-12,PROD-009,0,59.57,72
2025-10-12,PROD-010,0,14.61,158
2025-10-13,PROD-001,3,1258.4,30
2025-10-13,PROD-002,18,47.89,41
2025-10-13,PROD-003,12,129.96,45
2025-10-13,PROD-004,2,453.73,63
2025-10-13,PROD-005,8,78.03,59
2025-10-13,PROD-006,17,41.59,30
2025-10-13,PROD-007,6,193.15,67
2025-10-13,PROD-008,21,20.88,58
2025-10-13,PROD-009,0,62.76,72
2025-10-13,PROD-010,0,15.28,158
2025-10-14,PROD-001,3,1364.91,27
2025-10-14,PROD-002,16,51.76,25
2025-10-14,PROD-003,12,128.16,33
2025-10-14,PROD-004,4,440.8,59
2025-10-14,PROD-005,7,82.63,52
2025-10-14,PROD-006,11,39.57,19
2025-10-14,PROD-007,11,205.56,56
2025-10-14,PROD-008,20,20.94,38
2025-10-14,PROD-009,0,61.99,72
2025-10-14,PROD-010,0,15.59,158
2025-10-15,PROD-001,5,1339.24,22
2025-10-15,PROD-002,11,48.59,14
2025-10-15,PROD-003,10,133.31,23
2025-10-15,PROD-004,4,462.03,55
2025-10-15,PROD-005,7,76.77,45
2025-10-15,PROD-006,10,40.5,9
2025-10-15,PROD-007,11,190.66,45
2025-10-15,PROD-008,22,19.72,16
2025-10-15,PROD-009,0,58.95,72
2025-10-15,PROD-010,0,14.86,158
2025-10-16,PROD-001,5,1348.93,17
2025-10-16,PROD-002,22,49.32,0
2025-10-16,PROD-003,7,125.63,16
2025-10-16,PROD-004,3,468.62,52
2025-10-16,PROD-005,13,78.35,32
2025-10-16,PROD-006,8,41.47,1
2025-10-16,PROD-007,8,191.5,37
2025-10-16,PROD-008,13,20.5,3
2025-10-16,PROD-009,0,61.04,72
2025-10-16,PROD-010,0,14.84,158
2025-10-17,PROD-001,6,1246.73,11
2025-10-17,PROD-002,10,49.46,0
2025-10-17,PROD-003,9,128.28,7
2025-10-17,PROD-004,4,461.2,48
2025-10-17,PROD-005,7,81.1,25
2025-10-17,PROD-006,15,39.48,0
2025-10-17,PROD-007,6,202.38,31
2025-10-17,PROD-008,13,20.88,0
2025-10-17,PROD-009,0,60.88,72
2025-10-17,PROD-010,0,15.19,158
2025-10-18,PROD-001,4,1319.39,7
2025-10-18,PROD-002,21,48.07,0
2025-10-18,PROD-003,13,136.44,0
2025-10-18,PROD-004,5,432.72,43
2025-10-18,PROD-005,10,79.1,15
2025-10-18,PROD-006,20,39.47,0
2025-10-18,PROD-007,13,200.79,18
2025-10-18,PROD-008,23,20.16,0
2025-10-18,PROD-009,0,60.92,72
2025-10-18,PROD-010,0,15.49,158
2025-10-19,PROD-001,3,1271.36,4
2025-10-19,PROD-002,12,50.94,0
2025-10-19,PROD-003,13,126.56,0
2025-10-19,PROD-004,6,443.81,37
2025-10-19,PROD-005,12,83.2,3
2025-10-19,PROD-006,15,40.57,0
2025-10-19,PROD-007,11,209.35,7
2025-10-19,PROD-008,27,20.89,0
2025-10-19,PROD-009,0,58.26,72
2025-10-19,PROD-010,0,15.2,158
2025-10-20,PROD-001,5,1266.65,51
2025-10-20,PROD-002,14,51.42,38
2025-10-20,PROD-003,11,126.18,65
2025-10-20,PROD-004,6,437.21,31
2025-10-20,PROD-005,9,82.3,39
2025-10-20,PROD-006,9,38.0,68
2025-10-20,PROD-007,8,200.79,38
2025-10-20,PROD-008,17,19.21,41
2025-10-20,PROD-009,0,59.14,72
2025-10-20,PROD-010,0,15.42,158
2025-10-21,PROD-001,4,1269.49,47
2025-10-21,PROD-002,14,48.12,24
2025-10-21,PROD-003,8,124.32,57
2025-10-21,PROD-004,4,447.66,27
2025-10-21,PROD-005,5,79.61,34
2025-10-21,PROD-006,15,38.88,53
2025-10-21,PROD-007,5,208.16,33
2025-10-21,PROD-008,13,20.31,28
2025-10-21,PROD-009,0,57.18,72
2025-10-21,PROD-010,0,15.74,158
2025-10-22,PROD-001,5,1249.03,42
2025-10-22,PROD-002,11,51.05,13
2025-10-22,PROD-003,3,127.68,54
2025-10-22,PROD-004,4,434.17,23
2025-10-22,PROD-005,10,80.67,24
2025-10-22,PROD-006,15,40.84,38
2025-10-22,PROD-007,5,195.89,28
2025-10-22,PROD-008,25,20.0,3
2025-10-22,PROD-009,0,57.68,72
2025-10-22,PROD-010,0,15.22,158
2025-10-23,PROD-001,6,1347.5,36
2025-10-23,PROD-002,11,49.64,2
2025-10-23,PROD-003,12,134.25,42
2025-10-23,PROD-004,3,445.43,20
2025-10-23,PROD-005,7,78.49,17
2025-10-23,PROD-006,8,39.01,30
2025-10-23,PROD-007,10,199.48,18
2025-10-23,PROD-008,17,19.17,0
2025-10-23,PROD-009,0,61.46,72
2025-10-23,PROD-010,0,14.8,158
2025-10-24,PROD-001,5,1359.35,31
2025-10-24,PROD-002,16,50.3,0
2025-10-24,PROD-003,8,134.85,34
2025-10-24,PROD-004,2,469.84,18
2025-10-24,PROD-005,3,76.4,14
2025-10-24,PROD-006,15,39.14,15
2025-10-24,PROD-007,7,200.14,11
2025-10-24,PROD-008,22,19.3,0
2025-10-24,PROD-009,0,59.09,72
2025-10-24,PROD-010,0,15.07,158
2025-10-25,PROD-001,7,1264.39,24
2025-10-25,PROD-002,21,49.64,0
2025-10-25,PROD-003,8,131.57,26
2025-10-25,PROD-004,4,457.86,14
2025-10-25,PROD-005,7,81.25,7
2025-10-25,PROD-006,13,40.76,2
2025-10-25,PROD-007,11,205.24,0
2025-10-25,PROD-008,26,20.83,0
2025-10-25,PROD-009,0,57.85,72
2025-10-25,PROD-010,0,15.23,158
2025-10-26,PROD-001,8,1361.32,16
2025-10-26,PROD-002,22,47.95,0
2025-10-26,PROD-003,10,129.39,16
2025-10-26,PROD-004,4,434.57,10
2025-10-26,PROD-005,9,83.52,0
2025-10-26,PROD-006,18,40.37,0
2025-10-26,PROD-007,10,205.08,0
2025-10-26,PROD-008,23,19.09,0
2025-10-26,PROD-009,0,59.53,72
2025-10-26,PROD-010,0,15.15,158
2025-10-27,PROD-001,4,1249.79,74
2025-10-27,PROD-002,16,48.04,57
2025-10-27,PROD-003,8,132.16,71
2025-10-27,PROD-004,2,437.41,40
2025-10-27,PROD-005,8,78.4,43
2025-10-27,PROD-006,11,41.06,43
2025-10-27,PROD-007,7,190.15,37
2025-10-27,PROD-008,15,19.85,77
2025-10-27,PROD-009,0,58.37,72
2025-10-27,PROD-010,0,15.08,158
2025-10-28,PROD-001,4,1286.61,70
2025-10-28,PROD-002,11,51.2,46
2025-10-28,PROD-003,6,124.5,65
2025-10-28,PROD-004,4,441.58,36
2025-10-28,PROD-005,5,81.11,38
2025-10-28,PROD-006,13,39.15,30
2025-10-28,PROD-007,3,193.43,34
2025-10-28,PROD-008,28,20.88,49
2025-10-28,PROD-009,0,59.16,72
2025-10-28,PROD-010,0,14.9,158
2025-10-29,PROD-001,6,1287.05,64
2025-10-29,PROD-002,17,47.88,29
2025-10-29,PROD-003,13,126.37,52
2025-10-29,PROD-004,2,462.55,34
2025-10-29,PROD-005,11,80.23,27
2025-10-29,PROD-006,14,38.77,16
2025-10-29,PROD-007,8,209.15,26
2025-10-29,PROD-008,14,20.28,35
2025-10-29,PROD-009,0,58.53,72
2025-10-29,PROD-010,0,14.5,158
2025-10-30,PROD-001,6,1244.79,58
2025-10-30,PROD-002,21,52.25,8
2025-10-30,PROD-003,7,130.82,45
2025-10-30,PROD-004,3,453.57,31
2025-10-30,PROD-005,5,81.13,22
2025-10-30,PROD-006,5,41.94,11
2025-10-30,PROD-007,5,196.31,21
2025-10-30,PROD-008,34,19.87,1
2025-10-30,PROD-009,0,61.77,72
2025-10-30,PROD-010,0,15.13,158
2025-10-31,PROD-001,4,1295.02,54
2025-10-31,PROD-002,16,47.68,0
2025-10-31,PROD-003,8,131.87,37
2025-10-31,PROD-004,4,471.47,27
2025-10-31,PROD-005,10,79.07,12
2025-10-31,PROD-006,14,40.31,0
2025-10-31,PROD-007,11,190.81,10
2025-10-31,PROD-008,17,20.81,0
2025-10-31,PROD-009,0,60.62,72
2025-10-31,PROD-010,0,14.99,158
2025-11-01,PROD-001,11,1340.42,43
2025-11-01,PROD-002,18,51.68,0
2025-11-01,PROD-003,22,131.89,15
2025-11-01,PROD-004,8,429.25,19
2025-11-01,PROD-005,8,80.18,4
2025-11-01,PROD-006,4,40.43,0
2025-11-01,PROD-007,10,197.74,0
2025-11-01,PROD-008,36,20.54,0
2025-11-01,PROD-009,0,60.78,72
2025-11-01,PROD-010,0,14.74,158
2025-11-02,PROD-001,9,1285.24,34
2025-11-02,PROD-002,24,48.75,0
2025-11-02,PROD-003,25,131.33,0
2025-11-02,PROD-004,5,434.26,14
2025-11-02,PROD-005,13,83.32,0
2025-11-02,PROD-006,18,39.23,0
2025-11-02,PROD-007,11,192.57,0
2025-11-02,PROD-008,18,20.41,0
2025-11-02,PROD-009,0,60.85,72
2025-11-02,PROD-010,0,14.73,158
2025-11-03,PROD-001,9,1364.62,102
2025-11-03,PROD-002,20,47.96,63
2025-11-03,PROD-003,14,128.2,31
2025-11-03,PROD-004,5,470.29,50
2025-11-03,PROD-005,5,77.8,42
2025-11-03,PROD-006,17,38.61,38
2025-11-03,PROD-007,9,205.41,62
2025-11-03,PROD-008,30,20.76,77
2025-11-03,PROD-009,0,61.59,72
2025-11-03,PROD-010,0,14.44,158
2025-11-04,PROD-001,7,1343.06,95
2025-11-04,PROD-002,16,51.35,47
2025-11-04,PROD-003,16,129.18,15
2025-11-04,PROD-004,5,445.98,45
2025-11-04,PROD-005,7,79.54,35
2025-11-04,PROD-006,9,39.13,29
2025-11-04,PROD-007,10,200.67,52
2025-11-04,PROD-008,13,19.61,64
2025-11-04,PROD-009,0,62.0,72
2025-11-04,PROD-010,0,14.79,158
2025-11-05,PROD-001,12,1295.01,83
2025-11-05,PROD-002,10,48.9,37
2025-11-05,PROD-003,13,136.05,2
2025-11-05,PROD-004,7,464.25,38
2025-11-05,PROD-005,8,77.99,27
2025-11-05,PROD-006,10,40.55,19
2025-11-05,PROD-007,12,192.04,40
2025-11-05,PROD-008,14,20.68,50
2025-11-05,PROD-009,0,61.57,72
2025-11-05,PROD-010,0,14.65,158
